datetime,close,high,low,open,volume
2017-04-28,800000.0,803000.0,791000.0,791000.0,112573.0
2017-04-27,791000.0,800000.0,785000.0,796000.0,169134.0
2017-04-26,807000.0,816000.0,804000.0,815000.0,161105.0
2017-04-25,815000.0,815000.0,803000.0,815000.0,151351.0
2017-04-24,810000.0,813000.0,805000.0,811000.0,86866.0
2017-04-21,813000.0,813000.0,796000.0,801000.0,85913.0
2017-04-20,796000.0,800000.0,781000.0,785000.0,98297.0
2017-04-19,777000.0,785000.0,777000.0,778000.0,82834.0
2017-04-18,778000.0,791000.0,777000.0,791000.0,54222.0
2017-04-17,785000.0,793000.0,773000.0,780000.0,55583.0
2017-04-14,787000.0,811000.0,786000.0,798000.0,59789.0
2017-04-13,802000.0,803000.0,770000.0,773000.0,173040.0
2017-04-12,768000.0,777000.0,757000.0,773000.0,205449.0
2017-04-11,770000.0,811000.0,767000.0,810000.0,263066.0
2017-04-10,818000.0,828000.0,811000.0,823000.0,71406.0
2017-04-07,828000.0,842000.0,825000.0,837000.0,57671.0
2017-04-06,840000.0,840000.0,826000.0,838000.0,72103.0
2017-04-05,843000.0,859000.0,835000.0,857000.0,99674.0
2017-04-04,850000.0,869000.0,846000.0,868000.0,59594.0
2017-04-03,873000.0,878000.0,843000.0,855000.0,54884.0
2017-03-31,855000.0,870000.0,854000.0,861000.0,50026.0
2017-03-30,861000.0,874000.0,856000.0,865000.0,57075.0
2017-03-29,864000.0,865000.0,854000.0,859000.0,58716.0
2017-03-28,853000.0,886000.0,851000.0,885000.0,82475.0
2017-03-27,885000.0,892000.0,865000.0,865000.0,60459.0
2017-03-24,872000.0,880000.0,864000.0,864000.0,55786.0
2017-03-23,864000.0,872000.0,851000.0,860000.0,80062.0
2017-03-22,849000.0,871000.0,846000.0,870000.0,79212.0
2017-03-21,871000.0,872000.0,825000.0,828000.0,150195.0
2017-03-20,818000.0,830000.0,810000.0,830000.0,59293.0
2017-03-17,827000.0,833000.0,819000.0,825000.0,59069.0
2017-03-16,819000.0,835000.0,817000.0,834000.0,53315.0
2017-03-15,820000.0,826000.0,810000.0,817000.0,40787.0
2017-03-14,815000.0,833000.0,811000.0,827000.0,94487.0
2017-03-13,826000.0,833000.0,799000.0,800000.0,83464.0
2017-03-10,800000.0,802000.0,783000.0,789000.0,48907.0
2017-03-09,789000.0,806000.0,789000.0,801000.0,75785.0
2017-03-08,800000.0,807000.0,791000.0,798000.0,56378.0
2017-03-07,799000.0,806000.0,794000.0,800000.0,48316.0
2017-03-06,800000.0,817000.0,795000.0,810000.0,57995.0
2017-03-03,809000.0,839000.0,794000.0,816000.0,98302.0
2017-03-02,815000.0,819000.0,790000.0,799000.0,150962.0
2017-02-28,776000.0,800000.0,776000.0,794000.0,97398.0
2017-02-27,796000.0,807000.0,792000.0,800000.0,33895.0
2017-02-24,803000.0,807000.0,793000.0,803000.0,77173.0
2017-02-23,808000.0,815000.0,804000.0,805000.0,96955.0
2017-02-22,797000.0,800000.0,786000.0,788000.0,107372.0
2017-02-21,790000.0,793000.0,776000.0,778000.0,115574.0
2017-02-20,781000.0,784000.0,772000.0,773000.0,75042.0
2017-02-17,780000.0,785000.0,772000.0,773000.0,104341.0
2017-02-16,777000.0,777000.0,769000.0,770000.0,73821.0
2017-02-15,773000.0,777000.0,768000.0,769000.0,66435.0
2017-02-14,770000.0,790000.0,766000.0,785000.0,119907.0
2017-02-13,795000.0,803000.0,788000.0,800000.0,59380.0
2017-02-10,795000.0,795000.0,787000.0,795000.0,67489.0
2017-02-09,787000.0,796000.0,783000.0,788000.0,102023.0
2017-02-08,795000.0,799000.0,791000.0,799000.0,77643.0
2017-02-07,800000.0,802000.0,775000.0,778000.0,135111.0
2017-02-06,779000.0,781000.0,772000.0,781000.0,127029.0
2017-02-03,774000.0,776000.0,767000.0,770000.0,142414.0
2017-02-02,772000.0,780000.0,770000.0,776000.0,121050.0
2017-02-01,771000.0,774000.0,760000.0,761000.0,92541.0
2017-01-31,758000.0,767000.0,743000.0,750000.0,127610.0
2017-01-26,753000.0,763000.0,736000.0,751000.0,274419.0
2017-01-25,763000.0,768000.0,760000.0,763000.0,119005.0
2017-01-24,761000.0,771000.0,760000.0,771000.0,106880.0
2017-01-23,771000.0,779000.0,763000.0,778000.0,90668.0
2017-01-20,785000.0,798000.0,785000.0,797000.0,73435.0
2017-01-19,801000.0,806000.0,787000.0,787000.0,67811.0
2017-01-18,788000.0,800000.0,787000.0,800000.0,55176.0
2017-01-17,795000.0,797000.0,782000.0,787000.0,50942.0
2017-01-16,794000.0,801000.0,774000.0,792000.0,55042.0
2017-01-13,790000.0,805000.0,787000.0,802000.0,68231.0
2017-01-12,802000.0,815000.0,796000.0,799000.0,56389.0
2017-01-11,796000.0,802000.0,786000.0,786000.0,48742.0
2017-01-10,792000.0,793000.0,779000.0,787000.0,47372.0
2017-01-09,779000.0,799000.0,777000.0,791000.0,76688.0
2017-01-06,799000.0,801000.0,786000.0,791000.0,50269.0
2017-01-05,791000.0,810000.0,791000.0,810000.0,68724.0
2017-01-04,810000.0,810000.0,771000.0,775000.0,120359.0
2017-01-03,767000.0,777000.0,767000.0,777000.0,51766.0
2017-01-02,777000.0,787000.0,775000.0,778000.0,30777.0
2016-12-29,775000.0,777000.0,754000.0,758000.0,56324.0
2016-12-28,763000.0,785000.0,763000.0,785000.0,57737.0
2016-12-27,772000.0,773000.0,763000.0,766000.0,31962.0
2016-12-26,765000.0,773000.0,765000.0,766000.0,20665.0
2016-12-23,768000.0,777000.0,762000.0,771000.0,53375.0
2016-12-22,773000.0,786000.0,767000.0,779000.0,78677.0
2016-12-21,779000.0,797000.0,779000.0,795000.0,44194.0
2016-12-20,787000.0,802000.0,785000.0,800000.0,65614.0
2016-12-19,800000.0,806000.0,796000.0,801000.0,47789.0
2016-12-16,806000.0,806000.0,789000.0,797000.0,100221.0
2016-12-15,786000.0,794000.0,784000.0,785000.0,83964.0
2016-12-14,785000.0,796000.0,781000.0,793000.0,52767.0
2016-12-13,786000.0,795000.0,782000.0,794000.0,60797.0
2016-12-12,792000.0,808000.0,788000.0,804000.0,60521.0
2016-12-09,800000.0,814000.0,796000.0,804000.0,82302.0
2016-12-08,804000.0,804000.0,756000.0,756000.0,134987.0
2016-12-07,750000.0,762000.0,749000.0,757000.0,52901.0
2016-12-06,756000.0,778000.0,750000.0,774000.0,98542.0
2016-12-05,764000.0,769000.0,744000.0,749000.0,82134.0
2016-12-02,755000.0,777000.0,754000.0,777000.0,79960.0
2016-12-01,764000.0,798000.0,764000.0,790000.0,103862.0
2016-11-30,798000.0,810000.0,786000.0,802000.0,168587.0
2016-11-29,801000.0,815000.0,801000.0,802000.0,56621.0
2016-11-28,808000.0,815000.0,792000.0,802000.0,76152.0
2016-11-25,805000.0,817000.0,802000.0,810000.0,124784.0
2016-11-24,802000.0,805000.0,783000.0,789000.0,70341.0
2016-11-23,795000.0,809000.0,792000.0,795000.0,75510.0
2016-11-22,810000.0,813000.0,787000.0,788000.0,105354.0
2016-11-21,786000.0,799000.0,759000.0,771000.0,147242.0
2016-11-18,771000.0,773000.0,750000.0,760000.0,144474.0
2016-11-17,745000.0,755000.0,743000.0,748000.0,99389.0
2016-11-16,751000.0,759000.0,741000.0,751000.0,154996.0
2016-11-15,744000.0,762000.0,739000.0,746000.0,133064.0
2016-11-14,746000.0,779000.0,746000.0,760000.0,139465.0
2016-11-11,760000.0,790000.0,757000.0,781000.0,214331.0
2016-11-10,806000.0,819000.0,801000.0,816000.0,82529.0
2016-11-09,805000.0,827000.0,784000.0,826000.0,124375.0
2016-11-08,815000.0,838000.0,811000.0,829000.0,62904.0
2016-11-07,820000.0,829000.0,795000.0,798000.0,99899.0
2016-11-04,789000.0,810000.0,785000.0,808000.0,102475.0
2016-11-03,812000.0,826000.0,812000.0,826000.0,68345.0
2016-11-02,826000.0,850000.0,823000.0,849000.0,85366.0
2016-11-01,847000.0,860000.0,832000.0,860000.0,224653.0
2016-10-31,857000.0,866000.0,847000.0,858000.0,66212.0
2016-10-28,860000.0,876000.0,855000.0,871000.0,80422.0
2016-10-27,859000.0,883000.0,853000.0,863000.0,178398.0
2016-10-26,848000.0,852000.0,827000.0,827000.0,71085.0
2016-10-25,837000.0,843000.0,825000.0,825000.0,86741.0
2016-10-24,833000.0,836000.0,826000.0,826000.0,135275.0
2016-10-21,831000.0,840000.0,829000.0,838000.0,60552.0
2016-10-20,844000.0,845000.0,826000.0,830000.0,116179.0
2016-10-19,829000.0,845000.0,823000.0,841000.0,85601.0
2016-10-18,846000.0,858000.0,838000.0,854000.0,81061.0
2016-10-17,851000.0,857000.0,833000.0,842000.0,77721.0
2016-10-14,844000.0,849000.0,831000.0,831000.0,56239.0
2016-10-13,827000.0,863000.0,827000.0,859000.0,96099.0
2016-10-12,864000.0,880000.0,862000.0,870000.0,64084.0
2016-10-11,862000.0,894000.0,853000.0,888000.0,70122.0
2016-10-10,872000.0,880000.0,848000.0,853000.0,69249.0
2016-10-07,843000.0,861000.0,834000.0,860000.0,75928.0
2016-10-06,861000.0,874000.0,852000.0,869000.0,54843.0
2016-10-05,867000.0,875000.0,851000.0,853000.0,66523.0
2016-10-04,858000.0,884000.0,850000.0,883000.0,109200.0
2016-09-30,883000.0,888000.0,859000.0,886000.0,172513.0
2016-09-29,900000.0,903000.0,887000.0,890000.0,77187.0
2016-09-28,887000.0,895000.0,884000.0,886000.0,54783.0
2016-09-27,884000.0,890000.0,866000.0,876000.0,80703.0
2016-09-26,876000.0,884000.0,869000.0,879000.0,42051.0
2016-09-23,878000.0,882000.0,861000.0,882000.0,74094.0
2016-09-22,873000.0,874000.0,855000.0,867000.0,112398.0
2016-09-21,855000.0,864000.0,836000.0,836000.0,108756.0
2016-09-20,836000.0,867000.0,835000.0,858000.0,109454.0
2016-09-19,856000.0,870000.0,845000.0,853000.0,117354.0
2016-09-13,841000.0,851000.0,833000.0,850000.0,69669.0
2016-09-12,840000.0,843000.0,831000.0,835000.0,69512.0
2016-09-09,847000.0,860000.0,841000.0,852000.0,83335.0
2016-09-08,869000.0,872000.0,851000.0,869000.0,78393.0
2016-09-07,872000.0,874000.0,838000.0,843000.0,87219.0
2016-09-06,843000.0,875000.0,833000.0,858000.0,120907.0
2016-09-05,850000.0,855000.0,842000.0,842000.0,51800.0
2016-09-02,831000.0,835000.0,822000.0,833000.0,65593.0
2016-09-01,829000.0,847000.0,819000.0,845000.0,90304.0
2016-08-31,845000.0,850000.0,827000.0,843000.0,158267.0
2016-08-30,821000.0,821000.0,805000.0,811000.0,70624.0
2016-08-29,810000.0,819000.0,800000.0,806000.0,84039.0
2016-08-26,805000.0,809000.0,796000.0,796000.0,75008.0
2016-08-25,804000.0,812000.0,802000.0,812000.0,96952.0
2016-08-24,812000.0,814000.0,800000.0,807000.0,71904.0
2016-08-23,806000.0,808000.0,795000.0,801000.0,69435.0
2016-08-22,795000.0,803000.0,793000.0,800000.0,80005.0
2016-08-19,805000.0,811000.0,798000.0,807000.0,137384.0
2016-08-18,801000.0,801000.0,790000.0,792000.0,92495.0
2016-08-17,790000.0,792000.0,775000.0,775000.0,69851.0
2016-08-16,790000.0,798000.0,783000.0,784000.0,112935.0
2016-08-12,782000.0,784000.0,777000.0,777000.0,51184.0
2016-08-11,778000.0,779000.0,769000.0,779000.0,76227.0
2016-08-10,775000.0,776000.0,759000.0,765000.0,160412.0
2016-08-09,755000.0,757000.0,750000.0,754000.0,168810.0
2016-08-08,749000.0,749000.0,727000.0,728000.0,116945.0
2016-08-05,723000.0,725000.0,705000.0,711000.0,55159.0
2016-08-04,707000.0,714000.0,701000.0,713000.0,51248.0
2016-08-03,705000.0,713000.0,702000.0,710000.0,49681.0
2016-08-02,713000.0,715000.0,699000.0,701000.0,48938.0
2016-08-01,701000.0,713000.0,678000.0,711000.0,145886.0
2016-07-29,710000.0,717000.0,708000.0,710000.0,106351.0
2016-07-28,710000.0,719000.0,707000.0,717000.0,98214.0
2016-07-27,712000.0,718000.0,710000.0,710000.0,58607.0
2016-07-26,710000.0,714000.0,702000.0,711000.0,57867.0
2016-07-25,710000.0,714000.0,708000.0,708000.0,51417.0
2016-07-22,705000.0,712000.0,704000.0,706000.0,90330.0
2016-07-21,704000.0,706000.0,697000.0,698000.0,108311.0
2016-07-20,695000.0,717000.0,691000.0,715000.0,201850.0
2016-07-19,718000.0,721000.0,707000.0,718000.0,110798.0
2016-07-18,712000.0,718000.0,706000.0,717000.0,150928.0
2016-07-15,716000.0,753000.0,706000.0,750000.0,306084.0
2016-07-14,734000.0,754000.0,734000.0,751000.0,165410.0
2016-07-13,758000.0,768000.0,748000.0,760000.0,155150.0
2016-07-12,755000.0,768000.0,748000.0,759000.0,127011.0
2016-07-11,754000.0,758000.0,743000.0,745000.0,108205.0
2016-07-08,750000.0,756000.0,748000.0,751000.0,73753.0
2016-07-07,753000.0,770000.0,748000.0,752000.0,68516.0
2016-07-06,745000.0,750000.0,730000.0,750000.0,122446.0
2016-07-05,750000.0,756000.0,730000.0,730000.0,127066.0
2016-07-04,727000.0,729000.0,712000.0,716000.0,117837.0
2016-07-01,713000.0,723000.0,713000.0,713000.0,76569.0
2016-06-30,710000.0,717000.0,707000.0,710000.0,153533.0
2016-06-29,713000.0,724000.0,713000.0,715000.0,148394.0
2016-06-28,719000.0,719000.0,700000.0,701000.0,154017.0
2016-06-27,710000.0,730000.0,706000.0,728000.0,234896.0
2016-06-24,739000.0,759000.0,721000.0,745000.0,173581.0
2016-06-23,747000.0,760000.0,732000.0,733000.0,226122.0
2016-06-22,730000.0,730000.0,699000.0,699000.0,201087.0
2016-06-21,697000.0,698000.0,688000.0,694000.0,61540.0
2016-06-20,692000.0,697000.0,684000.0,697000.0,61510.0
2016-06-17,689000.0,702000.0,688000.0,701000.0,73560.0
2016-06-16,701000.0,701000.0,691000.0,691000.0,59844.0
2016-06-15,697000.0,709000.0,692000.0,704000.0,70465.0
2016-06-14,697000.0,702000.0,679000.0,689000.0,130979.0
2016-06-13,697000.0,714000.0,686000.0,714000.0,160118.0
2016-06-10,720000.0,733000.0,717000.0,731000.0,95001.0
2016-06-09,720000.0,733000.0,712000.0,731000.0,134568.0
2016-06-08,722000.0,725000.0,708000.0,709000.0,111238.0
2016-06-07,707000.0,729000.0,705000.0,728000.0,99661.0
2016-06-03,707000.0,708000.0,695000.0,702000.0,87753.0
2016-06-02,697000.0,713000.0,691000.0,694000.0,101813.0
2016-06-01,687000.0,701000.0,666000.0,700000.0,336227.0
2016-05-31,720000.0,720000.0,706000.0,710000.0,115867.0
2016-05-30,710000.0,712000.0,702000.0,705000.0,82852.0
2016-05-27,700000.0,706000.0,695000.0,705000.0,45014.0
2016-05-26,703000.0,709000.0,699000.0,704000.0,45223.0
2016-05-25,704000.0,709000.0,695000.0,701000.0,92645.0
2016-05-24,694000.0,703000.0,686000.0,690000.0,55240.0
2016-05-23,690000.0,690000.0,673000.0,690000.0,57779.0
2016-05-20,688000.0,710000.0,682000.0,708000.0,76520.0
2016-05-19,701000.0,701000.0,687000.0,687000.0,50218.0
2016-05-18,698000.0,698000.0,682000.0,694000.0,175078.0
2016-05-17,694000.0,694000.0,686000.0,691000.0,68326.0
2016-05-16,692000.0,695000.0,671000.0,671000.0,64530.0
2016-05-13,677000.0,687000.0,668000.0,675000.0,92573.0
2016-05-12,676000.0,697000.0,676000.0,695000.0,67686.0
2016-05-11,693000.0,702000.0,690000.0,700000.0,88336.0
2016-05-10,707000.0,714000.0,695000.0,708000.0,106455.0
2016-05-09,700000.0,705000.0,687000.0,699000.0,202321.0
2016-05-04,680000.0,683000.0,670000.0,679000.0,139450.0
2016-05-03,676000.0,682000.0,675000.0,682000.0,68780.0
2016-05-02,678000.0,680000.0,667000.0,679000.0,57779.0
2016-04-29,677000.0,681000.0,666000.0,668000.0,181733.0
2016-04-28,659000.0,691000.0,646000.0,691000.0,228211.0
2016-04-27,665000.0,665000.0,640000.0,648000.0,80668.0
2016-04-26,654000.0,672000.0,649000.0,663000.0,157920.0
2016-04-25,662000.0,665000.0,655000.0,662000.0,71124.0
2016-04-22,663000.0,665000.0,657000.0,660000.0,38974.0
2016-04-21,667000.0,667000.0,656000.0,660000.0,82414.0
2016-04-20,654000.0,668000.0,651000.0,666000.0,92783.0
2016-04-19,669000.0,672000.0,661000.0,661000.0,90281.0
2016-04-18,661000.0,672000.0,657000.0,668000.0,74941.0
2016-04-15,673000.0,677000.0,668000.0,672000.0,80228.0
2016-04-14,673000.0,691000.0,668000.0,690000.0,89049.0
2016-04-12,670000.0,672000.0,660000.0,666000.0,55658.0
2016-04-11,664000.0,670000.0,656000.0,663000.0,59360.0
2016-04-08,663000.0,670000.0,660000.0,667000.0,72693.0
2016-04-07,675000.0,677000.0,649000.0,651000.0,141392.0
2016-04-06,649000.0,651000.0,642000.0,645000.0,84628.0
2016-04-05,652000.0,653000.0,648000.0,650000.0,92265.0
2016-04-04,651000.0,651000.0,632000.0,632000.0,108339.0
2016-04-01,628000.0,645000.0,624000.0,645000.0,62556.0
2016-03-31,637000.0,646000.0,633000.0,645000.0,107783.0
2016-03-30,637000.0,649000.0,632000.0,649000.0,89180.0
2016-03-29,640000.0,640000.0,616000.0,617000.0,71050.0
2016-03-28,617000.0,628000.0,615000.0,616000.0,54766.0
2016-03-25,613000.0,629000.0,611000.0,624000.0,104353.0
2016-03-24,624000.0,642000.0,621000.0,638000.0,73071.0
2016-03-23,634000.0,652000.0,627000.0,650000.0,94009.0
2016-03-22,649000.0,654000.0,639000.0,641000.0,99260.0
2016-03-21,642000.0,648000.0,633000.0,634000.0,63761.0
2016-03-18,639000.0,642000.0,630000.0,633000.0,59518.0
2016-03-17,636000.0,649000.0,630000.0,649000.0,79516.0
2016-03-16,640000.0,647000.0,635000.0,644000.0,41993.0
2016-03-15,641000.0,648000.0,632000.0,635000.0,51664.0
2016-03-14,635000.0,642000.0,625000.0,641000.0,52825.0
2016-03-11,636000.0,649000.0,631000.0,638000.0,108114.0
2016-03-10,635000.0,644000.0,602000.0,608000.0,136851.0
2016-03-09,608000.0,610000.0,600000.0,601000.0,37660.0
2016-03-08,604000.0,612000.0,588000.0,588000.0,49925.0
2016-03-07,599000.0,619000.0,599000.0,615000.0,75885.0
2016-03-04,613000.0,621000.0,604000.0,615000.0,66116.0
2016-03-03,610000.0,615000.0,602000.0,615000.0,74873.0
2016-03-02,609000.0,612000.0,581000.0,584000.0,119099.0
2016-02-29,572000.0,585000.0,570000.0,580000.0,78709.0
2016-02-26,580000.0,586000.0,575000.0,581000.0,45972.0
2016-02-25,582000.0,589000.0,578000.0,581000.0,57095.0
2016-02-24,580000.0,584000.0,572000.0,583000.0,71221.0
2016-02-23,584000.0,587000.0,568000.0,569000.0,111857.0
2016-02-22,565000.0,581000.0,565000.0,575000.0,86272.0
2016-02-19,573000.0,582000.0,568000.0,579000.0,76728.0
2016-02-18,582000.0,588000.0,576000.0,578000.0,83228.0
2016-02-17,575000.0,587000.0,574000.0,578000.0,158463.0
2016-02-16,575000.0,580000.0,553000.0,553000.0,123943.0
2016-02-15,556000.0,567000.0,548000.0,561000.0,146518.0
2016-02-12,556000.0,566000.0,544000.0,555000.0,198082.0
2016-02-11,563000.0,589000.0,563000.0,589000.0,184341.0
2016-02-05,599000.0,605000.0,596000.0,600000.0,55313.0
2016-02-04,602000.0,607000.0,594000.0,606000.0,87070.0
2016-02-03,601000.0,606000.0,593000.0,593000.0,94740.0
2016-02-02,600000.0,618000.0,592000.0,611000.0,223453.0
2016-02-01,613000.0,629000.0,608000.0,622000.0,144528.0
2016-01-29,628000.0,631000.0,605000.0,627000.0,269400.0
2016-01-28,631000.0,650000.0,621000.0,642000.0,277566.0
2016-01-27,674000.0,687000.0,666000.0,687000.0,66471.0
2016-01-26,680000.0,681000.0,671000.0,675000.0,56078.0
2016-01-25,673000.0,677000.0,657000.0,668000.0,61255.0
